장비분류(중분류),장비분류(소분류),장비명(영문),모델명,제작국가,제작사,도입일자,유휴불용,이용료(원/시간),기관명,기관유형
반도체장비,열처리장치,RTP(Rapid Thermal Process) System,RTA-150H SP1,대한민국,뉴영시스템,2012-10-17,활용,36000,대구경북과학기술원,기타
절삭장비,절단장비,Substrate dicing saw system,DAD3240,일본,Disco,2013-09-16,활용,36000,대구경북과학기술원,기타
반도체장비,와이어본딩,Substrate Bonding System,SE8e,독일,Suss Microtec,2014-07-18,활용,72000,대구경북과학기술원,기타
현미경,주사전자현미경,Multi-purpose Analytical FE-SEM,SU-70,일본,Hitachi,2013-01-08,활용,48000,대구경북과학기술원,기타
분광분석장비,X-선회절분석기,Single Crystal X-ray Diffractometer,D8 VENTURE,독일,Bruker,2014-12-08,활용,62400,대구경북과학기술원,기타
길이/위치/자세측정장비,위치/자세측정장비,Surface profiling measuring system,Dektak XT,독일,Bruker,2012-01-03,활용,12000,대구경북과학기술원,기타
현미경,주사탐침현미경,Large sample Atomic Force Microscope,XE-150,대한민국,㈜파크시스템스,2012-11-07,활용,24000,대구경북과학기술원,기타
반도체장비,식각장비,Dual Beam FIB,NB 5000,일본,Hitachi,2011-03-30,활용,108000,대구경북과학기술원,기타
분광분석장비,라만분광기,Raman spectrometer,Nicolet Almega XR,미국,Thermo Fisher Scientific,2012-11-07,활용,24000,대구경북과학기술원,기타
반도체장비,가공/리페어/절단장비,Laser writer,DWL 4000,독일,Heidelberg Instruments,2012-03-14,활용,96000,대구경북과학기술원,기타
반도체장비,트랙장비,Mask Single Wet Tool,모델명 없음,대한민국,쓰리디플러스,2013-09-12,활용,12000,대구경북과학기술원,기타
카메라/영상처리장비,스캐너,Contact-type 3 dimensional measurement devices with micrometer resolutions,ACCURA II 8,독일,Carl Zeiss,2015-01-26,활용,24000,대구경북과학기술원,기타
열유체장비,마이크로웨이브시료분해기,Microwave Digestion System,Start D,이탈리아,Milestone,2012-12-26,활용,17000,대구경북과학기술원,기타
열유체장비,유체발생장비,spin wet tool,모델명 없음,대한민국,아론,2010-12-28,불용,12000,대구경북과학기술원,기타
재료물성시험장비,환경모사시험기,Physical Property Measurement System,DynaCool-9,미국,Quantum Design,2014-10-21,활용,48000,대구경북과학기술원,기타
현미경,주사탐침현미경,bio AFM,NanoWizard Ultra Speed AFM,독일,Jpk Instrument Ag,2015-01-22,활용,48000,대구경북과학기술원,기타
현미경,투과전자현미경,Bio-TEM (Transmission Electron Microscope),Tecnai G2 F20 TWIN TMP,미국,FEI,2015-01-19,활용,111600,대구경북과학기술원,기타
반도체장비,식각장비,Plasma-enhanced chemical vapor deposition system,FabStar,대한민국,(주)티티엘,2012-02-09,활용,60000,대구경북과학기술원,기타
반도체장비,플라즈마기상화학증착장비,a-Si PECVD,KCT-800,대한민국,케이씨티,2015-01-26,활용,48000,대구경북과학기술원,기타
반도체장비,프로브스테이션,Semi Auto probe Station System,MST-6VC,대한민국,엠에스테크,2012-09-13,활용,36000,대구경북과학기술원,기타
열유체장비,전기/소결로,Vertical Annealing Furnace,KVD-106,대한민국,케이에스엠,2012-04-16,활용,180000,대구경북과학기술원,기타
열유체장비,전기/소결로,Horizontal Annealing Furnace,KHD-106,대한민국,케이에스엠,2012-04-16,활용,180000,대구경북과학기술원,기타
반도체장비,트랙장비,PR track system,모델명 없음,대한민국,Oft,2010-12-27,활용,24000,대구경북과학기술원,기타
반도체장비,식각장비,cleaning wet station,모델명 없음,대한민국,Union Eng,2012-05-10,활용,12000,대구경북과학기술원,기타
질량분석장비,메트릭스보조레이저탈착이온화질량분석기,Time of Flight Secondary Ion Mass Spectrometry,TOF-SIMS 5-100,독일,Ion-tof,2013-12-20,활용,144000,대구경북과학기술원,기타
반응/혼합/분쇄장비,시료절편기,Target Surfacing System,EM TXP,독일,Leica,2012-11-17,활용,24000,대구경북과학기술원,기타
온도/열/습도/수분측정장비,열분석기,Differential Scanning Calorimeter,DISCOVERY DSC,미국,Ta Instruments,2014-12-29,활용,48000,대구경북과학기술원,기타
반도체장비,식각장비,Silicon Deep Reactive Ion Etcher,LPX PEGASUS,영국,Spts,2012-04-26,활용,180000,대구경북과학기술원,기타
광파발생/측정장비,타원계,Ellipsometer system,Auto SE,일본,Horiba,2012-01-31,활용,12000,대구경북과학기술원,기타
반도체장비,원자층증착장비,thermal atomic layer depositon system,Lucida D200,대한민국,(주)엔씨디,2013-09-30,활용,48000,대구경북과학기술원,기타
온도/열/습도/수분측정장비,열분석기,Thermomechanical Analyzer,Q400EM,미국,Ta Instruments,2014-12-29,활용,19200,대구경북과학기술원,기타
질량분석장비,열중량질량분석기,Thermogravimetric Analyzer,Auto Q500,미국,Ta Instruments,2014-12-29,활용,19200,대구경북과학기술원,기타
열유체장비,전기/소결로,Diffusion furnace,KVD206,대한민국,케이에스엠,2012-12-05,활용,240000,대구경북과학기술원,기타
성형/가공장비,코팅기,Osmium Plasma Coater,HPC-1SW,일본,Vacuum Device,2012-03-05,활용,21600,대구경북과학기술원,기타
분광분석장비,X-선회절분석기,X-Ray Diffractometer of Variable Temperature Experiment,Empyrean ALPHA-1,네덜란드,Panalytical,2013-10-04,활용,36000,대구경북과학기술원,기타
반도체장비,식각장비,etch wet station,모델명 없음,대한민국,Union Eng,2012-05-10,활용,12000,대구경북과학기술원,기타
분광분석장비,유도결합플라즈마원자방출분광기,Inductively Coupled Plasma Optical Emission Spectrometer(ICP-OES),iCAP7400DUO,미국,Thermo Fisher Scientific,2015-01-28,활용,18000,대구경북과학기술원,기타
질량분석장비,이차이온질량분석기,Inductively Coupled Plasma Mass Spectrometer,iCAP Q ICP-MS,미국,Thermo Fisher Scientific,2012-11-15,활용,32400,대구경북과학기술원,기타
반도체장비,리소그래픽장비,Automatic mask aligner,MA8GEN3,독일,Suss Microtec,2011-03-30,활용,18000,대구경북과학기술원,기타
분광분석장비,자외/가시광/적외선분광광도계,Ultraviolet-Visible-Near Infrared Spectrophotometer,Cary 5000 UV-Vis-NIR,미국,Agilent Technologies,2012-01-03,활용,12000,대구경북과학기술원,기타
자기력발생/측정/응용장비,자기력측정장비,Magnetic Property Measurement System,MPMS3,미국,Quantum Design,2013-06-14,활용,45600,대구경북과학기술원,기타
반응/혼합/분쇄장비,시료절편기,Cryo Ultramicrotome,EM UC7,독일,Leica,2012-11-17,활용,115200,대구경북과학기술원,기타
현미경,주사전자현미경,Variable Pressure Bio-SEM,Evo HD15 LS,독일,Carl Zeiss,2014-12-29,활용,39600,대구경북과학기술원,기타
분광분석장비,푸리에변환적외선분광기,FT-IR Microscope,Nicolet Continuum,미국,Thermo Fisher Scientific,2013-01-22,활용,24000,대구경북과학기술원,기타
현미경,주사전자현미경,FE-SEM,S-4800,일본,Hitachi,2011-03-30,활용,48000,대구경북과학기술원,기타
현미경,투과전자현미경,Field Emission Transmission Electron Microscopy,HF-3300,일본,Hitachi,2011-03-30,활용,154800,대구경북과학기술원,기타
반도체장비,리소그래픽장비,Electron beam lithography system,Raith 150-two,독일,Raith,2012-12-20,활용,180000,대구경북과학기술원,기타
반도체장비,전자빔증착기,E-beam Evaporation system,SRN-200,대한민국,소로나,2012-01-31,활용,54000,대구경북과학기술원,기타
반도체장비,스퍼터,Dielectric sputtering system,SRN-110,대한민국,소로나,2012-04-09,활용,42000,대구경북과학기술원,기타
반도체장비,식각장비,Dielectric Etcher system,FabStar,대한민국,(주)티티엘,2013-01-07,활용,48000,대구경북과학기술원,기타
반도체장비,식각장비,Xenon Release etcher system,Lab Xe,영국,Memsstar,2013-01-29,활용,120000,대구경북과학기술원,기타
현미경,주사탐침현미경,Atomic Force Microscope,NX10,대한민국,㈜파크시스템스,2012-11-07,활용,24000,대구경북과학기술원,기타
반도체장비,전자빔증착기,Medium current ion implanter,E220HP,미국,Varian,2015-08-18,활용,60000,대구경북과학기술원,기타
반도체장비,트랙장비,Advanced Plasma Cleaner,950M,미국,Gatan,2012-04-20,활용,26400,대구경북과학기술원,기타
현미경,공초점현미경,Photoactivated Localization Microscopy,ELYRA P1,독일,Carl Zeiss,2013-01-25,활용,68400,대구경북과학기술원,기타
현미경,광학현미경,Superresolution Structured Illumination Microscopy,ELYRA S1,독일,Carl Zeiss,2013-01-25,활용,79200,대구경북과학기술원,기타
반도체장비,식각장비,Precision Etching Coating System,682.HA,미국,Gatan,2012-12-28,활용,26400,대구경북과학기술원,기타
성형/가공장비,표면가공기,Precision Ion Polishing System,695CZPM,미국,Gatan,2012-12-28,활용,28800,대구경북과학기술원,기타
반도체장비,플라즈마기상화학증착장비,Cluster Dry etcher,P-5000,대한민국,세미테크,2014-01-26,활용,54000,대구경북과학기술원,기타
열유체장비,전기/소결로,POCl3 diffusion furnace system,KVD206,대한민국,케이에스엠,2012-01-31,활용,240000,대구경북과학기술원,기타
반도체장비,식각장비,PR ashing system,Q-240,독일,Alpha Plasma,2012-12-03,불용,24000,대구경북과학기술원,기타
반도체장비,세척장비,Photo Wet Station,모델명 없음,대한민국,Seunghyun,2013-01-31,활용,12000,대구경북과학기술원,기타
측정시험장비,다기능임피던스측정시험장비,Sheet Resistance Measurement System,CMT-SR2000N,대한민국,에이아이티,2013-01-15,활용,24000,대구경북과학기술원,기타
반도체장비,원자층증착장비,Plasma Atomic Layer Deposition System,Lucida M200-PL,대한민국,(주)엔씨디,2013-09-30,활용,48000,대구경북과학기술원,기타
반도체장비,식각장비,Plasma deposition system,FabStar,대한민국,(주)티티엘,2012-01-31,활용,60000,대구경북과학기술원,기타
분광분석장비,핵자기공명분광기,Fourier-Transform Nuclear Magnetic Resonance Spectrometry,AVANCE III 400,독일,Bruker,2010-12-27,활용,48000,대구경북과학기술원,기타
분광분석장비,형광분광광도계,Fluorescence Spectrometer,LS 55,미국,Perkin Elmer,2013-01-16,활용,21600,대구경북과학기술원,기타
반도체장비,플라즈마기상화학증착장비,LPCVD system,KVL206,대한민국,케이에스엠,2012-12-05,활용,300000,대구경북과학기술원,기타
반도체장비,리소그래픽장비,Photoresist Track System,모델명 없음,대한민국,㈜테스,2017-09-27,활용,24000,대구경북과학기술원,기타
반도체장비,달리 분류되지 않는 반도체장비,3D fabrication system,Photonic professional,독일,Nanoscribe,2013-12-24,활용,72000,대구경북과학기술원,기타
반도체장비,리소그래픽장비,I-line stepper,FPA-2500i2,일본,Canon,2016-12-06,활용,60000,대구경북과학기술원,기타
반도체장비,리소그래픽장비,Substrate bond aligner,MA/BA6 GEN3,독일,Suss Microtec,2016-12-05,활용,18000,대구경북과학기술원,기타
반도체장비,식각장비,Multi-functional FIB,Helios NanoLab G3 UC,미국,FEI,2016-11-01,활용,144000,대구경북과학기술원,기타
반도체장비,식각장비,Deep oxide etching system,Versaline LL-ICP,미국,Plasma Therm,2017-03-02,활용,54000,대구경북과학기술원,기타
표면특성측정장비,표면장력/접촉각측정장비,Contact angle measurement system,모델명 없음,대한민국,(주)에스이오,2016-11-11,활용,12000,대구경북과학기술원,기타
반도체장비,스퍼터,Metal sputtering system,모델명 없음,대한민국,소로나,2017-12-19,활용,42000,대구경북과학기술원,기타
반도체장비,스퍼터,AlN Sputtering System,AMS2004 SMT,미국,Oem,2015-01-26,활용,42000,대구경북과학기술원,기타
반도체장비,유기금속화학증착장비,(Doped) Poly-Si LPCVD,Vulcan-V81RL,대한민국,리드엔지니어링,2015-01-22,활용,300000,대구경북과학기술원,기타
열유체장비,전기/소결로,Rapid Thermal Processor,AST2800,미국,Mattson,2016-08-16,활용,36000,대구경북과학기술원,기타
하드웨어,서버,Cloud Super computing,IBM X3650 M4,미국,Ibm,2013-12-26,활용,2000000,대구경북과학기술원,기타
하드웨어,서버,Big-data Supercomputing,HP DL380P G9,미국,Hewlett Packard(HP),2015-01-23,활용,2000000,대구경북과학기술원,기타
하드웨어,슈퍼컴퓨터,High Performance Supercomputing,모델명 없음,중국,Lenovo,2016-01-14,활용,2000000,대구경북과학기술원,기타
분광분석장비,자외/가시광분광광도계,Spectrophotometer,Cary 100 UV-Vis,미국,Agilent Technologies,2017-01-23,활용,21500,대구경북과학기술원,기타
질량분석장비,가속질량분석기,Matrix Assited Laser Desorption Ionization Mass Spectrometer,ultraflex,독일,Bruker,2017-12-06,활용,45000,대구경북과학기술원,기타
바이오제조/분석장비,배양장치,Automatic Fermentor System,Fermenter system,대한민국,Cns,2017-12-20,유휴,29800,대구경북과학기술원,기타
분리정제장비,원심분리기,연속원심분리기,HC-160HO,대한민국,한일에스엠이㈜,2017-09-27,활용,12500,대구경북과학기술원,기타
분광분석장비,형광분광광도계,Fluorescence spectro photometer,Cary Eclipse,미국,Agilent Technologies,2017-10-24,활용,12200,대구경북과학기술원,기타
현미경,광학현미경,Dual CCD Fluorescence Microscope system,BX53,일본,Olympus,2017-09-27,활용,14000,대구경북과학기술원,기타
분리정제장비,흡착정제장비,Automated Small Scale Protein Purification System,JANUSG3,미국,Perkin Elmer,2018-10-15,활용,34600,대구경북과학기술원,기타
온도/열/습도/수분측정장비,열분석기,Isothermal Titration Calorimetry,Nano ITC,미국,Ta Instruments,2018-10-19,활용,21400,대구경북과학기술원,기타
바이오제조/분석장비,생분자결합분석장비,Surface Plasmin Resonance System(Biomolecular interaction analysis),Monolith NT.115,독일,Nanotemper,2018-10-04,활용,22200,대구경북과학기술원,기타
분리정제장비,원심분리기,Ultracentrifuge,Optima XE-100,미국,Beckman Coulter,2018-10-24,활용,18000,대구경북과학기술원,기타
분리정제장비,원심분리기,High Speed Centrifuge,Avanti JXN-26,미국,Beckman Coulter,2018-09-20,활용,16400,대구경북과학기술원,기타
바이오제조/분석장비,단백질합성/분리분석장치,Protein analysis system,wes,미국,Proteinsimple,2018-10-15,활용,17100,대구경북과학기술원,기타
질량분석장비,메트릭스보조레이저탈착이온화질량분석기,matrix assisted laser desorption ionization Mass Spectrometry,microflex LT,독일,Bruker,2017-02-24,활용,29000,대구경북과학기술원,기타
바이오제조/분석장비,유전자합성/분석장치,Next generation sequencing system,Miseq,미국,Illumina,2017-02-17,활용,25700,대구경북과학기술원,기타
분리분석장비,액체크로마토그래피,High Performance Liquid Chromatography,Alliance e2695,미국,Waters,2017-01-26,활용,20900,대구경북과학기술원,기타
분리분석장비,액체크로마토그래피,Fraction Pure Local Control,AKTA pure 25 M1,미국,GE Healthcare,2017-01-26,활용,27500,대구경북과학기술원,기타
분광분석장비,자외/가시광/적외선분광광도계,UV-Visible Spectrophotometer,Cary 5000 UV-Vis-NIR,미국,Agilent Technologies,2017-01-26,활용,21500,대구경북과학기술원,기타
분리정제장비,원심분리기,High Performance Ultracentrifuge,Optima XE-100 Ultracentrifuge,미국,Beckman Coulter,2016-12-29,활용,22630,대구경북과학기술원,기타
분리정제장비,원심분리기,High-Performance Large-Capacity Centrifuge,Avanti JXN-26,미국,Beckman Coulter,2016-12-28,활용,22100,대구경북과학기술원,기타
바이오제조/분석장비,유전자증폭장치,Real-Time PCR,CFX96,미국,Bio-rad,2016-12-07,활용,20500,대구경북과학기술원,기타
바이오제조/분석장비,유전자증폭장치,Real-Time PCR,CFX96,미국,Bio-rad,2016-12-27,활용,20500,대구경북과학기술원,기타
이미지분석장비,시험관내화학형광이미지분석기,Fluorescence & ChemiluminescenceImaging System,ChemiDoc MP,미국,Bio-rad,2016-12-27,활용,21000,대구경북과학기술원,기타
분광분석장비,자외/가시광/적외선분광광도계,Spectrophotometer,J-1500,일본,Jasco,2017-11-16,활용,19000,대구경북과학기술원,기타
반도체장비,트랙장비,Vapor Self-Assembled Monolayer deposition system,모델명 없음,대한민국,소로나,2016-09-19,활용,36000,대구경북과학기술원,기타
반도체장비,리소그래픽장비,Nano-imprinting lithography system,EITRE 6,스웨덴,Obducat,2016-06-17,활용,48000,대구경북과학기술원,기타
성형/가공장비,코팅기,Parylene coating system,NRPC-500,대한민국,누리텍,2013-08-30,활용,36000,대구경북과학기술원,기타
자기력발생/측정/응용장비,자기력측정장비,Vibration Sample Magnetometer,7407,미국,Lake Shore Cryotronics,2015-09-15,활용,33600,대구경북과학기술원,기타
현미경,주사전자현미경,Ultra-High Resolution Field Emission Scanning Electron Microscope,SU8230,일본,Hitachi,2017-08-16,활용,62400,대구경북과학기술원,기타
성형/가공장비,3D프린터,RP machine for multi-material,Projet MJP 5500X,미국,3d Systems,2016-10-10,활용,36000,대구경북과학기술원,기타
카메라/영상처리장비,스캐너,3D Scanner,SMARTSCAN,독일,Aicon,2016-10-07,활용,24000,대구경북과학기술원,기타
성형/가공장비,사출장비,Micro-Injection Molding system,Micropower 5,오스트리아,Wittmann Battenfeld,2015-04-03,활용,36000,대구경북과학기술원,기타
절삭장비,복합장비,3D nano CNC machine,AP1L,일본,Sodick,2013-07-17,활용,36000,대구경북과학기술원,기타
절삭장비,절단장비,Wire Cut Electric Spark Machine,AD-55,대한민국,희성정기,2019-12-10,활용,0,대구경북과학기술원,기타
질량분석장비,액체크로마토그래피질량분석기,Hybrid triple quadrupole Linear Ion trap mass spectrometer,QTRAP 5500,미국,Ab Sciex,2019-03-20,활용,42900,대구경북과학기술원,기타
질량분석장비,액체크로마토그래피질량분석기,Hybrid Quadrupole-Orbitrap Mass Spectrometer,Q-Exactive plus,미국,Thermo Fisher Scientific,2019-09-20,활용,40200,대구경북과학기술원,기타
현미경,투과전자현미경,Ultra High resolution TEM,Themis Z,미국,Thermo Fisher Scientific,2019-03-22,활용,240000,대구경북과학기술원,기타
분리정제장비,원심분리기,High Performance Ultracentrifuge,Optima XPN-100,미국,Beckman Coulter,2012-10-10,활용,12000,대구경북과학기술원,기타
하드웨어,서버,GPU Accelerated Advanced Supercomputer,AC922,미국,Ibm,2020-08-24,활용,800000,대구경북과학기술원,기타
신호발생장비,영상음성신호발생기,DMB Signal Generator,Ventus 1.0 DMB,대한민국,루먼텍,2009-08-20,저활용,0,계명대학교 산학협력단,사립대학(4년제)
분광분석장비,가스분석기,VOC Measure System,ppbRAE 3000,미국,Rae Systems,2009-08-20,활용,3000,계명대학교 산학협력단,사립대학(4년제)
재료물성시험장비,가속수명시험기,Weather-Ometer,Ci5000 DCS,미국,Atlas,2011-04-08,활용,175000,계명대학교 산학협력단,사립대학(4년제)
재료물성시험장비,부식시험기,Combined Cyclic Corrosion Tester,CC1000iP,영국,Ascott Analytical Equpment,2012-11-27,활용,30000,계명대학교 산학협력단,사립대학(4년제)
열유체장비,항온/항습기,Temperature & Humidity Chamber,HB-805-4M-T,대한민국,한백과학(HANBAEK),2008-12-29,저활용,18000,계명대학교 산학협력단,사립대학(4년제)
시간/주파수/속도/회전수측정장비,달리 분류되지 않는 시간/주파수/속도/회전수측정장비,Wireless Data Logger,"MSP-100, RS219B",대한민국,한국유지관리,2009-02-18,활용,39000,계명대학교 산학협력단,사립대학(4년제)
물리적측정장비,달리 분류되지 않는 물리적측정장비,AUTOMATIC VICAT APPARATUS,Vicatronic E044N,독일,Zwick Roell,2009-02-24,활용,39000,계명대학교 산학협력단,사립대학(4년제)
재료물성시험장비,달리 분류되지 않는 재료물성시험장비,Auto permeability Tester,Blaine BSA1,독일,Zwick Roell,2009-07-02,활용,39000,계명대학교 산학협력단,사립대학(4년제)
하드웨어,저장장치,High Speed Data Logger,UCAM-500A,일본,Kyowa,2006-03-16,활용,1000,계명대학교 산학협력단,사립대학(4년제)
재료물성시험장비,달리 분류되지 않는 재료물성시험장비,Carbonation Test Chamber,HJ-1457,대한민국,흥진정밀,2009-06-23,활용,8000,계명대학교 산학협력단,사립대학(4년제)
음향/소음/진동/충격/초음파측정장비,평형시험/충격시험기,Tapping Machine,Tapping Machine,헝가리,Samp;amp;amp;amp;V KOREA,2009-07-02,활용,143000,계명대학교 산학협력단,사립대학(4년제)
광파발생/측정장비,광특성측정장비,Universl Goniometer,OPI-370,대한민국,광전자정밀,2010-02-24,활용,100000,계명대학교 산학협력단,사립대학(4년제)
분리분석장비,액체크로마토그래피,High Performance Liquid Chromatograph,e2695,미국,Waters,2019-11-18,활용,41500,계명대학교 산학협력단,사립대학(4년제)
분리분석장비,가스크로마토그래피,Gas Chromatography system,450,미국,Varian,2008-12-23,활용,41500,계명대학교 산학협력단,사립대학(4년제)
질량분석장비,액체크로마토그래피질량분석기,Liquid Chromatography Mass Spectrometer(LC-MS-MS),QTRAP 4500,미국,Ab Sciex,2015-01-07,활용,41500,계명대학교 산학협력단,사립대학(4년제)
열유체장비,건조기,BIOTRON CLEANVAC,PVTFD 20R,대한민국,일신바이오베이스,2007-12-04,활용,72000,계명대학교 산학협력단,사립대학(4년제)
카메라/영상처리장비,X-선/자외선/적외선카메라,Fixed IR Camera,Oqus 7,스웨덴,Qualisys,2016-10-11,활용,80000,계명대학교 산학협력단,사립대학(4년제)
카메라/영상처리장비,X-선/자외선/적외선카메라,Mobile IR Camera,Oqus 7,스웨덴,Qualisys,2016-10-11,활용,80000,계명대학교 산학협력단,사립대학(4년제)
힘/토오크/압력/진공측정장비,달리 분류되지 않는 힘/토오크/압력/진공측정장비,Ground Reaction Force Plate,FP4060-07,미국,Bertec Corporation,2016-10-11,활용,50000,계명대학교 산학협력단,사립대학(4년제)
임상측정/진단장비,근전도측정/진단장비,Wireless Electromyogram Device,Mini Wave Infinity,이탈리아,Cometa,2016-10-11,활용,50000,계명대학교 산학협력단,사립대학(4년제)
임상측정/진단장비,뇌신경측정/진단장비,Electroencephalograph,NEURO PRAX,독일,Neuroconn,2016-10-25,활용,50000,계명대학교 산학협력단,사립대학(4년제)
힘/토오크/압력/진공측정장비,중력/압력/진공측정장비,Whole Body Pressure Measurement System,Pliance,독일,Novel,2016-10-25,활용,70000,계명대학교 산학협력단,사립대학(4년제)
임상측정/진단장비,달리 분류되지 않는 임상측정/진단장비,Chair-type Pressure Analysis System,Pliance-HS,독일,Novel,2016-10-25,활용,50000,계명대학교 산학협력단,사립대학(4년제)
카메라/영상처리장비,모션캡쳐카메라,Visual Analysis System,ETG2 wireless,독일,Sensomotoric Instruments,2016-10-11,활용,50000,계명대학교 산학협력단,사립대학(4년제)
자동화/이송장비,달리 분류되지 않는 자동화/이송장비,Insole manufacturing System,BDI-PCO,독일,Pedcad,2016-10-26,활용,50000,계명대학교 산학협력단,사립대학(4년제)
힘/토오크/압력/진공측정장비,중력/압력/진공측정장비,Insole Type Foot Pressure Measurement System,medilogic flex insole,독일,T&t Medilogic,2017-02-24,활용,50000,계명대학교 산학협력단,사립대학(4년제)
임상측정/진단장비,달리 분류되지 않는 임상측정/진단장비,3D Foot Scanner,backmapper,독일,Abw,2016-10-11,활용,50000,계명대학교 산학협력단,사립대학(4년제)
전문의학용특수장비,외과용검사장비,Body Balance Assessment Device,SmartEquilTEST,미국,Natus Medical Incorporated,2017-04-12,활용,80000,계명대학교 산학협력단,사립대학(4년제)
음향/소음/진동/충격/초음파측정장비,음향분석/음향표정장비,Voice analysis equipment,4500,미국,Kaypentax,2017-10-19,활용,70000,계명대학교 산학협력단,사립대학(4년제)
임상측정/진단장비,달리 분류되지 않는 임상측정/진단장비,Visual rotation insection equipment,I-Portal Neuro,미국,Neuro Kinetics,2017-10-24,활용,110000,계명대학교 산학협력단,사립대학(4년제)
음향/소음/진동/충격/초음파측정장비,소음계/잡음지수분석장비,Multifunal sleep measurement and analysis equiment,NOX C1,아이슬랜드,Nox Medical,2017-09-19,활용,60000,계명대학교 산학협력단,사립대학(4년제)
하드웨어,입/출력장치,AOS High Speed Camera System,Q-MISE,스위스,Aos Technologies,2017-10-19,활용,40000,계명대학교 산학협력단,사립대학(4년제)
전문의학용특수장비,달리 분류되지 않는 전문의학용특수장비,Realtime Wireless Motion Tracker,MyoMotion,미국,Noraxon,2017-08-24,활용,50000,계명대학교 산학협력단,사립대학(4년제)
장비소프트웨어,데이터처리장비기반소프트웨어,Fullbody musculoskeletal modeaing simulator,SIMM,미국,Musculographics,2017-09-05,활용,50000,계명대학교 산학협력단,사립대학(4년제)
자동화/이송장비,로봇,Upper body Neuro Robot,Armeo Power,스위스,Hocoma,2017-09-12,활용,80000,계명대학교 산학협력단,사립대학(4년제)
임상측정/진단장비,호흡기측정/진단장비,Portable respiratory gas metabolic unit,k5,이탈리아,Cosmed,2017-09-20,활용,50000,계명대학교 산학협력단,사립대학(4년제)
임상측정/진단장비,심혈관측정/진단장비,Large treadmills such as wheelchairs and bicycles,saturn250,독일,HP Cosmos sports,2018-12-04,활용,70000,계명대학교 산학협력단,사립대학(4년제)
힘/토오크/압력/진공측정장비,부하시험기,6axis loadcell plate,FP4060-08,미국,Bertec Corporation,2018-11-12,활용,50000,계명대학교 산학협력단,사립대학(4년제)
카메라/영상처리장비,스캐너,3D scan edge detector,Scuve G4,일본,Spacevision,2018-08-20,활용,60000,계명대학교 산학협력단,사립대학(4년제)
열유체장비,건조기,DRYER,FD-45,대한민국,(주)화인텍,2006-10-30,활용,5200,계명대학교 산학협력단,사립대학(4년제)
성형/가공장비,3D프린터,3D shape molding machine,Fortus 380mc,미국,Stratasys,2019-05-13,활용,60000,계명대학교 산학협력단,사립대학(4년제)
임상측정/진단장비,달리 분류되지 않는 임상측정/진단장비,Mobile multidimensional biosignal measurement system,iMotions,가나,imotions,2019-06-05,활용,60000,계명대학교 산학협력단,사립대학(4년제)
분리분석장비,액체크로마토그래피,High Performance Liquid Chromatograph,e2695,미국,Waters,2011-12-02,활용,41500,계명대학교 산학협력단,사립대학(4년제)
질량분석장비,기체크로마토그래피질량분석기,GAS CHROMATOGRAPHY MASS,7890-5975C,미국,Agilent Technologies,2012-04-05,활용,41500,계명대학교 산학협력단,사립대학(4년제)
열유체장비,전기/소결로,FURNACE,JSMF-270T,대한민국,㈜제이에스리서치,2012-07-13,활용,12000,계명대학교 산학협력단,사립대학(4년제)
분리분석장비,액체크로마토그래피,High Performance Liquid Chromatograph,2695,미국,Waters,2012-08-30,활용,41500,계명대학교 산학협력단,사립대학(4년제)
분리분석장비,액체크로마토그래피,High Performance Liquid Chromatograph,2695,미국,Waters,2012-08-30,활용,41500,계명대학교 산학협력단,사립대학(4년제)
분리정제장비,추출기,Auto fat analyzer,Soxtec 2050,덴마크,Foss,2012-09-17,활용,30000,계명대학교 산학협력단,사립대학(4년제)
분리분석장비,가스크로마토그래피,GAS CHROMATOGRAPHY SYSTEM,7890A,미국,Agilent Technologies,2012-10-04,활용,41500,계명대학교 산학협력단,사립대학(4년제)
바이오제조/분석장비,단백질합성/분리분석장치,Auto kjeldahl Analyzer,Kjeltec 8460,덴마크,Foss,2013-06-12,활용,30000,계명대학교 산학협력단,사립대학(4년제)
질량분석장비,기체크로마토그래피질량분석기,GAS CHROMATOGRAPHY,SCION 456-GC,독일,Bruker,2014-02-07,활용,41500,계명대학교 산학협력단,사립대학(4년제)
분광분석장비,자외/가시광분광광도계,UV-Vis Spectrophotometer,Lambda365,미국,Perkin Elmer,2015-12-01,활용,15000,계명대학교 산학협력단,사립대학(4년제)
분리분석장비,액체크로마토그래피,High Performance Liquid Chromatograph,e2695,미국,Waters,2016-10-25,활용,41500,계명대학교 산학협력단,사립대학(4년제)
열유체장비,건조기,dry oven,JSOF-100,대한민국,㈜제이에스리서치,2019-02-14,활용,10000,계명대학교 산학협력단,사립대학(4년제)
질량/무게/부피/밀도측정장비,전자식저울,ANALYTICAL BALANCE,PX224KR,미국,Ohaus,2020-02-11,활용,10000,계명대학교 산학협력단,사립대학(4년제)
온도/열/습도/수분측정장비,온도/습도/수분측정기,Water activity analyzer,LabMaster-aw,스위스,Novasina,2006-10-16,활용,12000,계명대학교 산학협력단,사립대학(4년제)
바이오제조/분석장비,배양장치,INCUBATOR,MCO-15AC,일본,Sanyo,2006-10-16,활용,50000,계명대학교 산학협력단,사립대학(4년제)
분광분석장비,수은함량분석기,Automatic Mercury Analyzer,MA-3000,일본,Nippon Instruments Corporation(NIC),2020-12-23,활용,35000,계명대학교 산학협력단,사립대학(4년제)
