사업년도,과제명,연구책임자명,주관기관명,학문단,총연구기간,보고서구분
2023,활동친화적 보행공간 조성을 위한 그린인프라스트럭처의 평가기법 개발 및 적용,이우성,대구대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,ACE2 표적성 항염증 엑소좀의 개발 및 급성 폐 손상에 대한 치료적 적용,이병헌,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,신경세포의 로컬기능 수행을 위한 수상돌기 미니어쳐 세포소기관들간의 상호작용 조절 기전연구,이성배,대구경북과학기술원,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,전이금속 단일원자-이종원소-탄소 소재를 이용한 고성능 전기화학 촉매 개발,이국승,포항공과대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,페로몬 회피행동 가소성 연구,김규형,대구경북과학기술원,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,3D 마이크로 조직-미세유체 칩 기반 약물 스크리닝 플랫폼을 이용한 대사질환 관련 만성신장질환 예방제 발굴,이경민,대구경북과학기술원,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,난연성을 확보한 IT기기 및 EV용 고안전성 리튬이온전지 연구,김재현,대구경북과학기술원,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,비보존성 알칼리도 성분이 해양 탄소순환에 미치는 영향,이창호,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,구강안면부위 염증성 통증의 뇌내 전달기전,배용철,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,DRD2 매개 세포사멸기전 및 DRD2 특이적 저해제 탐색 연구,최준석,대구가톨릭대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,층상소재 기반 고성능 차세대 이차전지용 나노 구조체 개발,백승민,경북대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,필터 프리 실시간 산업미세분진 제거장치 개발,서영진,금오공과대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,나노스케일 초고속 비평형 현상의 분자동역학과 제일원리에 의한 연구,임영옥,포항공과대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,자동 팩트 체크를 위한 지능 정보 분석 플랫폼 연구,최규상,영남대학교,ICT·융합연구단,2019-03-01 ~ 2024-02-29,결과보고서
2023,노약자를 위한 Deep Transfer Learning기반 스마트 플랫폼 개발,아난드 폴,경북대학교,ICT·융합연구단,2020-03-01 ~ 2024-02-29,결과보고서
2023,자율신경균형기반 간호중재가 텔로미어와 미토콘드리아 손상 회복에 미치는 효과: 세포노화의 관점으로,김나현,계명대학교,의약학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,지질 키나아제 PIPKIγ억제를 통한 차세대 유방암 치료제 개발,이정열,대구경북첨단의료산업진흥재단,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,임상상황 몰입형 가상현실 시뮬레이션 앱을 활용한 의사결정능력 강화 간호 교육프로그램의 개발 및 효과; 내과계 성인 간호학 교육 패키지,이은주,계명대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,사회적 순응형 다중로봇 자율주행을 위한 심층 의미적 C-SLAM 및 다중경로계획 기술 개발,이헌철,금오공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,천연 항산화제를 이용한 고습윤성 항산화 다공콘택트렌즈 개발,이현미,대구가톨릭대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,신규 CDK4/6-DYRK1A 저해제의 알츠하이머 병인 제어기전 규명 연구,이현주,대구경북과학기술원부설한국뇌연구원,ICT·융합연구단,2022-06-01 ~ 2024-02-29,결과보고서
2023,인프라 연계를 통한 교통객체 사전 인지 및 보호를 위한 자율 회피주행 기술 개발,임용섭,대구경북과학기술원,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,임신 쥐에 급여한 베타 글루칸이 장 마이크로바이옴 변화를 통해 태아 뇌 인지기능 발달에 미치는 영향,임진규,경북대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,비만 유도 인자에 의한 조골세포 분화 기전 규명,장원구,대구대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,만성폐쇄성폐질환 환자의 근감소증 발생에 관여하는 유도 단백질 및 기전의 발굴,장종걸,영남대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,세포밀집과 자기조직화의 분자적 상관관계,장지원,포항공과대학교,생명과학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,우성시신경위축에서 관찰되는 미토콘드리아 기능저하의 기전규명 및 시력 개선을 위한 치료후보물질 발굴,전보영,경북대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,가연 가스-free 난연 전해액 소재 평가법 개발,이호춘,대구경북과학기술원,,2021-04-26 ~ 2023-12-31,결과보고서
2023,만화 스타일과 레이아웃을 적용한 딥러닝 기반 비디오 요약,정규만,대구대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,Spatial informatics 기법을 이용한 종양 발아 형태에 따른 자궁경부암의 종양미세환경 분석,정근오,경북대학교,의약학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,이명의 신경퇴행성 바이오마커로서의 가능성 규명을 위한 시냅스병증의 역할,정다정,경북대학교병원,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,사회물리학에서 접근한 도시 데이터 분석과 사회 시스템에의 적용,정우성,포항공과대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,생활안전을 위한 IoT 멀티 센서데이터 분석 기반 상황인지 위험 탐지 및 위험 상황 공유 연구,정임영,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,생체모방 계층적 표면 구조를 가진 실리카 나노케이지 기반의 암 특이적 약물 전달 시스템 개발,김창섭,영남대학교,생명과학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,해상부유원전 임계열속(CHF)에 대한 실험적 연구,조대성,경북대학교,,2019-04-19 ~ 2023-12-31,결과보고서
2023,동물 모델을 이용한 견관절 유착성 관절막염의 새로운 치료 물질로서 exogenous collagenase의 효과 검증,조철현,계명대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,적외선 광원 기반 미세 유체 성분 분포 이미징 기술 개발,채복남,포항공과대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,라오스 루앙프라방 북부농임업전문대학 유기농산물 생산 역량 강화를 위한 수요조사,윤병욱,경북대학교,기초연구본부,2023-05-01 ~ 2024-01-31,결과보고서
2023,카자흐스탄 국제 타라즈 혁신대학교 과학교육학과 설립을 위한 수요조사,장정호,경북대학교,사회과학단,2023-05-01 ~ 2024-01-31,결과보고서
2023,광전기화학적 응용을 위한 마이크로웨이브 합성 WO3 나노플레이트 개발,최선희,포항공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,ZNF507 유전자의 신경 발달 조절 매커니즘 규명 및 핵심 표적 단백질 발굴,최성균,대구경북과학기술원,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,리튬이온 이차전지용 가연 가스-free 난연 전해질 기술 개발,이호춘,대구경북과학기술원,,2021-04-26 ~ 2023-12-31,결과보고서
2023,분산전원 동적 계통 보조를 위한 전압제어시스템 개발,최윤혁,대구가톨릭대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,형태형질과 DNA 바코드를 이용한 맵시벌과의 성적이형과 종내 색상 변이에 관한 분류학적 연구,최진경,대구교육대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,나노구조 촉매를 이용한 NOx의 전기화학적 환원으로부터 부가가치 화학물질의 생산,상가라쥬샨무감,대구경북과학기술원,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,고속철도를 위한 다중 셀룰라망을 이용한 MPTCP 적용 기술 연구,조유제,경북대학교,ICT·융합연구단,2023-03-01 ~ 2024-02-29,결과보고서
2023,한국 청소년의 비자살적 자해행동 연구 : 실태 조사 및 뇌영상 자료 기반 병인 규명과 치료법 개발,최태영,대구가톨릭대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,천연물품질표준화를 위한 대사체분석법개발 및 데이터베이스 구축 연구,남주원,영남대학교,,2019-11-01 ~ 2023-12-31,결과보고서
2023,혈관 노화에서 산화스트레스와 mTOR complex 조절을 통한 폴리페놀의 효능 규명,최형철,영남대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,지역사회 만성질환 방문간호 실습교육 프로그램 개발 및 평가,하영선,경일대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,빅데이터의 의존성을 반영한 통계적 기계학습 방법 연구,하정철,계명대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,발생단계의 상피-중간엽 상호작용 기작 기반 상아질 재생 연구,하정홍,경북대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,고차시컨트다양체의 특이점에 대한 연구 및 그 응용,한강진,대구경북과학기술원,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,부유식 해상풍력 시스템의 최적제어기 설계,허성호,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,MEK-ERK-mTORC1 axis 억제를 통한 패혈증성 급성 신손상 치료효과,홍효림,대구가톨릭대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,비선형 분산 방정식의 확률적 분석,황경하,영남대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,인공피부배양조직모델에서 미세먼지로 인한 피부손상 기전 규명 및 해양식물 유래의 안티폴루션 기능성 소재 탐색,이수연,대구한의대학교,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,복강 내 고압 중환자 동물모델 개발 및 평가,장민,경북대학교,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,구개열 환자에서 구개유합에 영향을 미치는 후성유전학적 기전에 대한 연구,정운혁,계명대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,TiOxNy-산화물반도체 기반의 광대역 광촉매 개발,성낙언,포항공과대학교,자연과학단,2021-09-01 ~ 2024-02-29,결과보고서
2023,듀얼 인공 신경망 기반의 미케노-발광 현상 표준화 연구,김지식,경북대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,수소환경 인프라용 오스테나이트계 고합금강 개발,김성준,포항공과대학교,,2021-12-16 ~ 2023-12-31,결과보고서
2023,동적풍하중에 대한 건축구조물의 안전성 및 효과적인 유지관리 보장을 위한 인공지능 시스템,김법렬,경북대학교,,2019-09-01 ~ 2023-12-31,결과보고서
2023,합성곱신경망 기반의 측모두부 및 수완부 방사선 사진의 골성숙도 심층학습을 통한 안면골 성장평가 소프트웨어의 개발,김호진,경북대학교,의약학단,2022-03-01 ~ 2024-02-29,결과보고서
2023,부분신절제술을 위한 신장의 허혈-재관류 손상 동물모델에서 포스포디에스테라제5 억제제를 이용한 신기능 보호에 대한 연구,정재욱,경북대학교,의약학단,2021-09-01 ~ 2024-02-29,결과보고서
2023,방사선치료의 효과 증대를 위한 방사선증감제(radiosensitizer)로써 Citrate환원반응(Citrate Reduction Reaction)으로 제작된 금나노입자의 개발과 검증,오세안,영남대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,비만대사수술이 비알코올성지방간과 근감소증에 미치는 영향,한유진,계명대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,대규모 접속을 지원하는 전이중 통신 기법 연구 및 SDR 테스트베드 구축,최권휴,영남대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,긴읽음염기서열 방식을 통한 안면견갑상완근이영양증의 효과적 진단 개발,이종목,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,Notch 신호의 ligand인 DLL4가 비만 및 비알콜성 지방간염 조절에 미치는 기능에 대한 연구,김다현,대구한의대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,코로나19 유행에 따른 의료이용 행태변화,황준현,대구가톨릭대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,척추 근감소증의 진단 및 척추 수술이 척추 주위 근육에 미치는 영향,유동우,영남대학교,의약학단,2021-09-01 ~ 2024-02-29,결과보고서
2023,비정형 편평상피세포 이상 혹은 저등급 상피내병변을 가진 한국 여성에서 인유두종 바이러스 유병률 및 병태생리적 특성 분석,장태규,계명대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,간헐외사시 환자의 수술량 정도를 결정하는 변수의 새로운 패러다임,이동철,계명대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,플라스틱 선별 기술을 고려한 폐플라스틱 활용 공정 통합평가: 경제성 및 환경 영향 평가,안유찬,계명대학교,공학단,2021-09-01 ~ 2024-02-29,결과보고서
2023,탄소나노재료 기반 FRP 센서와 신경망 데이터 처리기술을 통합한 구조물 안전 모니터링 기술개발,남일우,한동대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,식물 잎 노화 및 생애주기 조절에 관여하는 핵과 엽록체 유전자 발현 조율 기전 연구,임평옥,대구경북과학기술원,생명과학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,적층제조기술을 활용한 고엔트로피초합금 개발,김형섭,포항공과대학교,,2021-09-21 ~ 2023-12-31,결과보고서
2023,성상교세포에 의한 스트레스 반응 조절,이효상,대구경북과학기술원,생명과학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,심층 강화학습을 이용한 기계 조립품 3D CAD 모델의 최적 단순화,권순조,금오공과대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,무선전력전송 기반 초소형 마이크로 로봇 이동성의 고차원화를 위한 자기장 제어 연구,김동욱,영남대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,AI 기반 모바일 포인트 클라우드 스트리밍 기술 연구,고윤민,한동대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,개방형 실험 과정에 대한 이해를 기반으로 한 새로운 개방형 실험 교육 프로그램의 개발과 적용,하상우,경북대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,노인의 균형향상 및 낙상예방을 위한 피드백 훈련용 웨어러블 센서 기기의 개발,남승민,영남이공대학교,ICT·융합연구단,2021-09-01 ~ 2024-02-29,결과보고서
2023,텍스트마이닝을 사용한 서비스 시각화-평가 연계 방법론 개발,김민준,금오공과대학교,ICT·융합연구단,2022-03-01 ~ 2024-02-29,결과보고서
2023,우주환경용 고신뢰성 SiC 전력반도체 연구,석오균,금오공과대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,반도체 고분자 도핑을 이용한 실내 장식용 저비용 유기태양전지 개발,남민우,계명대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,금융산업의 디지털 전환에 따른 새로운 형태의 운영리스크에 대한 금융공학적 분석 및 손실 추정모형의 발전연구,정광민,포항공과대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,SA-VINS: 실내 창고의 재고 관리를 위한 항공 로봇의 스마트 자율 항법 시스템 개발,이규만,경북대학교,ICT·융합연구단,2021-09-01 ~ 2024-02-29,결과보고서
2023,전기자동차용 고성능 구동모터의 정밀 해석기법 개발,정재우,대구대학교,ICT·융합연구단,2021-09-01 ~ 2024-02-29,결과보고서
2023,Wi-Fi 신호 기반 활력 징후 모니터링 기술 연구,박영덕,영남대학교,ICT·융합연구단,2021-09-01 ~ 2024-02-29,결과보고서
2023,CO유래 개미산이용 L-Methionine 바이오생산 공정개발,김일권,경북대학교,,2021-04-01 ~ 2024-02-29,결과보고서
2023,C1 가스의 3-HP 전환을 위한 미생물 컨소시엄 공정 개발,정규열,포항공과대학교,,2018-04-01 ~ 2024-02-29,결과보고서
2023,Wi-SUN의 초저전력 IoT 단말을 위한 라우팅 프로토콜 연구,이성원,대구한의대학교,ICT·융합연구단,2021-09-01 ~ 2024-02-29,결과보고서
2023,도시공원 다기능 지표와 보건의료 빅데이터 분석을 통한 공원 처방 시스템 개발,정해준,계명대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,저온이온젤화 기술을 이용한 베타카제인 나노다중에멀젼의 루테인-안토시아닌 생체접근성 증진 연구,이미령,대구대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,고효율 수소 저장 및 운송을 위한 액체 수소 운송 유기 분자 개발,윤민영,경북대학교,,2019-09-01 ~ 2023-12-31,결과보고서
2023,신체 부위별 근골격계질환 위험 요인을 평가하는 인간공학적 평가 도구 개발 및 검증,기도형,계명대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,야생형 곤충(산누에나방) 유래 소재의 특이성 비교 연구,박승원,대구가톨릭대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,향상된 루게릭병 약물 테스팅 모델 제작을 위한 3차원 메타 바이오 프린팅 기술 및 매크로 스케일 근신경계 조직 제작기술 개발,공정식,포항공과대학교,공학단,2022-06-01 ~ 2024-02-02,결과보고서
2023,기후위기 대응 및 탄소 중립을 위한 기계학습 기반의 다종 에너지 시스템 최적 운영,장예은,포항공과대학교,ICT·융합연구단,2022-06-01 ~ 2024-01-31,결과보고서
2023,세포소기관네트워크연구센터,유주연,포항공과대학교,생명과학단,2017-06-01 ~ 2024-02-29,결과보고서
2023,얼굴 신경-뼈 네트워크 연구센터,배용철,경북대학교,의약학단,2017-09-01 ~ 2024-02-29,결과보고서
2023,고부가가치 불소고분자 합성을 위한 고효능 유기금속 촉매의 개발 및 응용,이은성,포항공과대학교,,2019-09-01 ~ 2023-12-31,결과보고서
2023,분자설계 기반 초분자 전자전달 연구실,정낙천,대구경북과학기술원,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,광감응 전-무기 나노블럭 개발을 통한 무기소재 광학적 3D 아키텍쳐링,손재성,포항공과대학교,,2018-07-01 ~ 2023-12-31,결과보고서
2023,전기화학적 촉매 응용을 위한 전도성 2차원 배위 고분자 소재 연구,마니 프라부,경북대학교,자연과학단,2021-06-01 ~ 2023-12-31,결과보고서
2023,자연적·인위적 위험의 불확실성 정량화 기반 차세대 배전 계통 최적 운영 연구실,김영진,포항공과대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,중온(300-800°C) 작동형 합금 기반 half-Heusler계 고성능/고강도 열전소재 개발,이승훈,경북대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,생체기능조절을 위한 화학적 공간 창출 연구실,박재욱,포항공과대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,음파 제어 기반 단일 배아 특성 연구실,허윤석,계명대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,Lysosome 기반 암 제어 연구실,권택규,계명대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,비선형 위상물질 연구실,김헌정,대구대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,인지적 역촉각 복제 시스템 연구실,장재은,대구경북과학기술원,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,고성능 퀴논형 유기 활물질 기반 전고체 전지 기초연구실,강병우,포항공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,고혈압 면역조절 기초연구실,김인겸,경북대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,MAIT 세포의 발달과 분화에 있어서 TCR-MR1 상호작용의 분자 구조 역학 규명,김민성,포항공과대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,겨울철 집중관측 자료를 이용한 동계특화 모델링,이규원,경북대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,순차적 반대이온 교환 도핑을 통한 Stable/Stretchable/Semi-metallic 유기반도체 소재 연구실,조길원,포항공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,Energy band 제어를 통한 고효율 유연 광에너지 융합소자 구현을 위한 기초연구실,유지영,경북대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,이온-전자 혼합전도체의 역학에 기반한 인공 Afferent 스파이크 신호의 제어와 전달,정운룡,포항공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,자기-형광 복합나노소재 기반 질병진단 플랫폼 기초연구실,이강호,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,중추신경계 세로토닌 활성 표지자를 이용한 뇌전기자극 예후 예측 모델 개발,장국인,대구경북과학기술원부설한국뇌연구원,ICT·융합연구단,2021-09-01 ~ 2024-02-29,결과보고서
2023,딥러닝 기반 건축 도면 인식을 통한 구조자 진입 최적 경로 탐색 반응형 알고리즘에 관한 연구,홍순민,경북대학교,공학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,치아경조직 재생을 위한 치아발생 신호전달체계 탐색 및 기능분석,김태영,경북대학교,의약학단,2022-06-01 ~ 2024-02-22,결과보고서
2023,약물 보유 대장균과 음향 집게를 이용한 초음파 약물 전달,유진희,포항공과대학교,ICT·융합연구단,2022-06-01 ~ 2024-02-02,결과보고서
2023,선택적 mATG8 탐침이나 효소를 운반하는 엑소솜 시스템의 개발과 이를 활용한 질병 조절 연구,박상원,경북대학교,생명과학단,2022-06-01 ~ 2024-02-23,결과보고서
2023,식용·비식용 GM 식물의 위해성 평가 및 산업화 프레임 전략,김경민,경북대학교,,2021-04-01 ~ 2023-12-31,결과보고서
2023,소재 연구데이터 자동 수집을 위한 데이터 마이닝 기술 개발,이동화,포항공과대학교,,2021-06-28 ~ 2024-03-27,결과보고서
2023,다중 표적 식별 및 추적을 위한 설명가능한 GAN과 심층 강화학습 알고리즘 연구,강창호,금오공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,마우스 골격계 표현형분석을 통한 골질환 진단 및 골격계 질환 분석,최제용,경북대학교,,2014-12-26 ~ 2023-11-19,결과보고서
2023,식용·비식용 GM 식물의 위해성 평가 및 산업화 프레임 전략,김경민,경북대학교,,2021-04-01 ~ 2023-12-31,결과보고서
2023,리피도믹스(Lipidomics) 기반 신경세포 이온채널 및 시냅스 신경전달 조절기전 연구,서병창,대구경북과학기술원,생명과학단,2022-03-01 ~ 2024-02-29,결과보고서
2023,HIIT 원리를 이용한 Exergame 의 효과 : functional MRI 를 이용한 뇌신경가소성 연구,민유선,경북대학교,의약학단,2020-06-01 ~ 2024-02-28,결과보고서
2023,에멀젼 공중합체 기반 나노입자 광촉매 합성 및 이를 활용한 물 분해,정대성,포항공과대학교,기초연구본부,2021-04-01 ~ 2024-03-31,결과보고서
2023,물질 중독과 행위 중독을 연결하는 식품 중독에 대한 연구,이영아,대구가톨릭대학교,문화융복합단,2022-04-01 ~ 2024-03-31,결과보고서
2023,방사광 X-선 회절 고해상도 두개골 뇌영상법 개발,김종기,대구가톨릭대학교,문화융복합단,2022-04-01 ~ 2024-03-31,결과보고서
2023,"해조류 및 해양동물을 자연 모사한 지속 가능형 저마찰, 방오 원천기술 개발",이상준,포항공과대학교,,2019-05-01 ~ 2023-12-31,결과보고서
2023,해조류 및 해양동물을 자연 모사한 지속 가능형 저마찰 원천기술 개발,이상준,포항공과대학교,,2019-05-01 ~ 2023-12-31,결과보고서
2023,오감기관 모방 기반 인공 감각 센서 개발,장재은,대구경북과학기술원,,2019-04-01 ~ 2023-12-31,결과보고서
2023,고효율 오감센서 기반 융합인터페이스 원천기술개발,장재은,대구경북과학기술원,,2019-04-01 ~ 2023-12-31,결과보고서
2023,오감 모방 센서를 위한 인지 기반 표준 자극 및 신호처리 기법 개발,최한경,대구경북과학기술원,,2019-04-01 ~ 2023-12-31,결과보고서
2023,난용성 의약품의 대사 연구 기법 제고,김주현,영남대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,한국 초기 노인들의 Patient Reported Outcomes (PRO) 및 건강교육 모듈 플랫폼 구축 및 효과 검증,이은주,경북대학교,의약학단,2019-06-01 ~ 2023-11-30,결과보고서
2023,미세플라스틱에 의한 유전자 발현조절 변이의 후성유전학적 분석,김태경,포항공과대학교,,2019-06-01 ~ 2023-12-31,결과보고서
2023,DIANA-fMRI를 이용한 인간의 언어정보 처리의 새로운 뇌신경모델 수립,전현애,대구경북과학기술원,,2019-06-01 ~ 2023-12-31,결과보고서
2023,뉴트리아 개체군의 시계열적 변동 기작 모델링,장갑수,영남대학교,생명과학단,2018-06-01 ~ 2023-11-30,결과보고서
2023,이종 분산자원들의 데이터 기반 건전성 관리 및 최적 협조 운영을 통한 건물 에너지 이용 효율 향상,김상우,포항공과대학교,,2021-05-24 ~ 2024-02-23,결과보고서
2023,에너지 클라우드 PHILS 설계 및 운영 기술 개발,김영진,포항공과대학교,,2019-06-01 ~ 2023-12-31,결과보고서
2023,장인의 섬세한 손길구현을 위한 로봇개발 : 인공피부와 로봇관절의 합성감각측정 및 기술체득에 관한 연구,이현욱,대구경북과학기술원,공학단,2022-09-01 ~ 2024-02-29,결과보고서
2023,지속 가능한 배양육 제조를 위한 3D 프린팅 활용 식용 다당류 지지체 소재 개발 및 근육 조직화 기술 개발,김지윤,경북대학교,생명과학단,2022-06-01 ~ 2024-05-31,결과보고서
2023,미세조류 배양을 통한 하수 내 난분해성 PPCP 제거 및 부산물의 바이오가스와 비료 전환 연구,홍지원,경북대학교,생명과학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,의료기관 내 사용 에너지별 맞춤형 방사선 차폐재 개발 및 실증,김선칠,계명대학교,,2020-04-17 ~ 2023-12-31,결과보고서
2023,산업 현장별 맞춤형 무연 경량 방사선 차폐재와 시스템 개발,김선칠,계명대학교,,2020-04-17 ~ 2023-12-31,결과보고서
2023,앙상블 모델 기반 이중편파 레이더 자료동화 예측성 연구,이지원,경북대학교,자연과학단,2022-06-01 ~ 2024-05-31,결과보고서
2023,교모세포종에서 SYNCRIP 유전자에 의한 Ferroptosis 및 기능 연구,김현지,경북대학교,의약학단,2022-06-01 ~ 2024-05-31,결과보고서
2023,비배양성·생균의 살모넬라 신속검출법 개발을 위한 phage engineering 기반의 플랫폼 구축,김수현,경북대학교,생명과학단,2022-06-01 ~ 2024-05-31,결과보고서
2023,스마트 공간 분석 데이터를 활용한 복합환승센터의 적정 입지 선정 모형 개발 및 디자인 적용에 관한 연구,정용화,경북대학교,공학단,2022-06-01 ~ 2024-05-31,결과보고서
2023,포지트로늄의 희귀 붕괴 관측을 위한 입자 물리 검출기 개발,정동우,경북대학교,자연과학단,2022-06-01 ~ 2024-05-31,결과보고서
2023,IQSEC3 낙아웃 마우스 모델을 이용한 사이토카인 신호체계 이상에 의한 뇌전증 발병 기전 규명,정혜지,대구경북과학기술원,의약학단,2022-06-01 ~ 2024-05-31,결과보고서
2023,유기용매에서의 초음파 캐비테이션 현상 이해 및 적용 최적화,이덕영,금오공과대학교,ICT·융합연구단,2022-06-01 ~ 2024-05-31,결과보고서
2023,M-FGM 제작을 위한 실시간 조성제어 합금화 기법을 이용한 금속3D프린팅 공정 설계,김은성,포항공과대학교,공학단,2022-06-01 ~ 2024-05-31,결과보고서
2023,무수차 고효율 다초점 메타렌즈 시스템 구현을 위한 기계학습 기반 메타원자 설계 및 입자 혼합형 나노캐스팅 공정법 개발,김예슬,포항공과대학교,공학단,2022-06-01 ~ 2024-05-31,결과보고서
2023,"이중 양이온을 통한 고성능, 고안정성 p-형 주석 기반 페로브스카이트 박막트랜지스터 개발",노유진,포항공과대학교,공학단,2022-06-01 ~ 2024-05-31,결과보고서
